hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0012856	4	Tactile-pressure	hed:HED_0012855		Having a feeling of heaviness.	hed:HED_0012855			
hed:HED_0012857	4	Tactile-temperature	hed:HED_0012855		Having a feeling of hotness or coldness.	hed:HED_0012855			
hed:HED_0012858	4	Tactile-texture	hed:HED_0012855		Having a feeling of roughness.	hed:HED_0012855			
hed:HED_0012859	4	Tactile-vibration	hed:HED_0012855		Having a feeling of mechanical oscillation.	hed:HED_0012855			
hed:HED_0012860	3	Vestibular-attribute	hed:HED_0012826		Pertaining to the sense of balance or body position.	hed:HED_0012826			
hed:HED_0012861	3	Visual-attribute	hed:HED_0012826		Pertaining to the sense of sight.	hed:HED_0012826			
hed:HED_0012862	4	Color	hed:HED_0012861		The appearance of objects (or light sources) described in terms of perception of their hue and lightness (or brightness) and saturation.	hed:HED_0012861			
hed:HED_0012863	5	CSS-color	hed:HED_0012862		One of 140 colors supported by all browsers. For more details such as the color RGB or HEX values,  check:  https://www.w3schools.com/colors/colors_groups.asp.	hed:HED_0012862			
hed:HED_0012864	6	Blue-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012865	7	Blue	hed:HED_0012864		CSS-color 0x0000FF.	hed:HED_0012864			
hed:HED_0012866	7	CadetBlue	hed:HED_0012864		CSS-color 0x5F9EA0.	hed:HED_0012864			
hed:HED_0012867	7	CornflowerBlue	hed:HED_0012864		CSS-color 0x6495ED.	hed:HED_0012864			
hed:HED_0012868	7	DarkBlue	hed:HED_0012864		CSS-color 0x00008B.	hed:HED_0012864			
hed:HED_0012869	7	DeepSkyBlue	hed:HED_0012864		CSS-color 0x00BFFF.	hed:HED_0012864			
hed:HED_0012870	7	DodgerBlue	hed:HED_0012864		CSS-color 0x1E90FF.	hed:HED_0012864			
hed:HED_0012871	7	LightBlue	hed:HED_0012864		CSS-color 0xADD8E6.	hed:HED_0012864			
hed:HED_0012872	7	LightSkyBlue	hed:HED_0012864		CSS-color 0x87CEFA.	hed:HED_0012864			
hed:HED_0012873	7	LightSteelBlue	hed:HED_0012864		CSS-color 0xB0C4DE.	hed:HED_0012864			
hed:HED_0012874	7	MediumBlue	hed:HED_0012864		CSS-color 0x0000CD.	hed:HED_0012864			
hed:HED_0012875	7	MidnightBlue	hed:HED_0012864		CSS-color 0x191970.	hed:HED_0012864			
hed:HED_0012876	7	Navy	hed:HED_0012864		CSS-color 0x000080.	hed:HED_0012864			
hed:HED_0012877	7	PowderBlue	hed:HED_0012864		CSS-color 0xB0E0E6.	hed:HED_0012864			
hed:HED_0012878	7	RoyalBlue	hed:HED_0012864		CSS-color 0x4169E1.	hed:HED_0012864			
hed:HED_0012879	7	SkyBlue	hed:HED_0012864		CSS-color 0x87CEEB.	hed:HED_0012864			
hed:HED_0012880	7	SteelBlue	hed:HED_0012864		CSS-color 0x4682B4.	hed:HED_0012864			
hed:HED_0012881	6	Brown-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012882	7	Bisque	hed:HED_0012881		CSS-color 0xFFE4C4.	hed:HED_0012881			
hed:HED_0012883	7	BlanchedAlmond	hed:HED_0012881		CSS-color 0xFFEBCD.	hed:HED_0012881			
hed:HED_0012884	7	Brown	hed:HED_0012881		CSS-color 0xA52A2A.	hed:HED_0012881			
hed:HED_0012885	7	BurlyWood	hed:HED_0012881		CSS-color 0xDEB887.	hed:HED_0012881			
hed:HED_0012886	7	Chocolate	hed:HED_0012881		CSS-color 0xD2691E.	hed:HED_0012881			
hed:HED_0012887	7	Cornsilk	hed:HED_0012881		CSS-color 0xFFF8DC.	hed:HED_0012881			
hed:HED_0012888	7	DarkGoldenRod	hed:HED_0012881		CSS-color 0xB8860B.	hed:HED_0012881			
hed:HED_0012889	7	GoldenRod	hed:HED_0012881		CSS-color 0xDAA520.	hed:HED_0012881			
hed:HED_0012890	7	Maroon	hed:HED_0012881		CSS-color 0x800000.	hed:HED_0012881			
hed:HED_0012891	7	NavajoWhite	hed:HED_0012881		CSS-color 0xFFDEAD.	hed:HED_0012881			
hed:HED_0012892	7	Olive	hed:HED_0012881		CSS-color 0x808000.	hed:HED_0012881			
hed:HED_0012893	7	Peru	hed:HED_0012881		CSS-color 0xCD853F.	hed:HED_0012881			
hed:HED_0012894	7	RosyBrown	hed:HED_0012881		CSS-color 0xBC8F8F.	hed:HED_0012881			
hed:HED_0012895	7	SaddleBrown	hed:HED_0012881		CSS-color 0x8B4513.	hed:HED_0012881			
hed:HED_0012896	7	SandyBrown	hed:HED_0012881		CSS-color 0xF4A460.	hed:HED_0012881			
hed:HED_0012897	7	Sienna	hed:HED_0012881		CSS-color 0xA0522D.	hed:HED_0012881			
hed:HED_0012898	7	Tan	hed:HED_0012881		CSS-color 0xD2B48C.	hed:HED_0012881			
hed:HED_0012899	7	Wheat	hed:HED_0012881		CSS-color 0xF5DEB3.	hed:HED_0012881			
hed:HED_0012900	6	Cyan-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012901	7	Aqua	hed:HED_0012900		CSS-color 0x00FFFF.	hed:HED_0012900			
hed:HED_0012902	7	Aquamarine	hed:HED_0012900		CSS-color 0x7FFFD4.	hed:HED_0012900			
hed:HED_0012903	7	Cyan	hed:HED_0012900		CSS-color 0x00FFFF.	hed:HED_0012900			
hed:HED_0012904	7	DarkTurquoise	hed:HED_0012900		CSS-color 0x00CED1.	hed:HED_0012900			
hed:HED_0012905	7	LightCyan	hed:HED_0012900		CSS-color 0xE0FFFF.	hed:HED_0012900			
hed:HED_0012906	7	MediumTurquoise	hed:HED_0012900		CSS-color 0x48D1CC.	hed:HED_0012900			
hed:HED_0012907	7	PaleTurquoise	hed:HED_0012900		CSS-color 0xAFEEEE.	hed:HED_0012900			
hed:HED_0012908	7	Turquoise	hed:HED_0012900		CSS-color 0x40E0D0.	hed:HED_0012900			
hed:HED_0012909	6	Gray-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012910	7	Black	hed:HED_0012909		CSS-color 0x000000.	hed:HED_0012909			
hed:HED_0012911	7	DarkGray	hed:HED_0012909		CSS-color 0xA9A9A9.	hed:HED_0012909			
hed:HED_0012912	7	DarkSlateGray	hed:HED_0012909		CSS-color 0x2F4F4F.	hed:HED_0012909			
hed:HED_0012913	7	DimGray	hed:HED_0012909		CSS-color 0x696969.	hed:HED_0012909			
hed:HED_0012914	7	Gainsboro	hed:HED_0012909		CSS-color 0xDCDCDC.	hed:HED_0012909			
hed:HED_0012915	7	Gray	hed:HED_0012909		CSS-color 0x808080.	hed:HED_0012909			
hed:HED_0012916	7	LightGray	hed:HED_0012909		CSS-color 0xD3D3D3.	hed:HED_0012909			
hed:HED_0012917	7	LightSlateGray	hed:HED_0012909		CSS-color 0x778899.	hed:HED_0012909			
hed:HED_0012918	7	Silver	hed:HED_0012909		CSS-color 0xC0C0C0.	hed:HED_0012909			
hed:HED_0012919	7	SlateGray	hed:HED_0012909		CSS-color 0x708090.	hed:HED_0012909			
hed:HED_0012920	6	Green-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012921	7	Chartreuse	hed:HED_0012920		CSS-color 0x7FFF00.	hed:HED_0012920			
hed:HED_0012922	7	DarkCyan	hed:HED_0012920		CSS-color 0x008B8B.	hed:HED_0012920			
hed:HED_0012923	7	DarkGreen	hed:HED_0012920		CSS-color 0x006400.	hed:HED_0012920			
hed:HED_0012924	7	DarkOliveGreen	hed:HED_0012920		CSS-color 0x556B2F.	hed:HED_0012920			
hed:HED_0012925	7	DarkSeaGreen	hed:HED_0012920		CSS-color 0x8FBC8F.	hed:HED_0012920			
hed:HED_0012926	7	ForestGreen	hed:HED_0012920		CSS-color 0x228B22.	hed:HED_0012920			
hed:HED_0012927	7	Green	hed:HED_0012920		CSS-color 0x008000.	hed:HED_0012920			
hed:HED_0012928	7	GreenYellow	hed:HED_0012920		CSS-color 0xADFF2F.	hed:HED_0012920			
hed:HED_0012929	7	LawnGreen	hed:HED_0012920		CSS-color 0x7CFC00.	hed:HED_0012920			
hed:HED_0012930	7	LightGreen	hed:HED_0012920		CSS-color 0x90EE90.	hed:HED_0012920			
hed:HED_0012931	7	LightSeaGreen	hed:HED_0012920		CSS-color 0x20B2AA.	hed:HED_0012920			
hed:HED_0012932	7	Lime	hed:HED_0012920		CSS-color 0x00FF00.	hed:HED_0012920			
hed:HED_0012933	7	LimeGreen	hed:HED_0012920		CSS-color 0x32CD32.	hed:HED_0012920			
hed:HED_0012934	7	MediumAquaMarine	hed:HED_0012920		CSS-color 0x66CDAA.	hed:HED_0012920			
hed:HED_0012935	7	MediumSeaGreen	hed:HED_0012920		CSS-color 0x3CB371.	hed:HED_0012920			
hed:HED_0012936	7	MediumSpringGreen	hed:HED_0012920		CSS-color 0x00FA9A.	hed:HED_0012920			
hed:HED_0012937	7	OliveDrab	hed:HED_0012920		CSS-color 0x6B8E23.	hed:HED_0012920			
hed:HED_0012938	7	PaleGreen	hed:HED_0012920		CSS-color 0x98FB98.	hed:HED_0012920			
hed:HED_0012939	7	SeaGreen	hed:HED_0012920		CSS-color 0x2E8B57.	hed:HED_0012920			
hed:HED_0012940	7	SpringGreen	hed:HED_0012920		CSS-color 0x00FF7F.	hed:HED_0012920			
hed:HED_0012941	7	Teal	hed:HED_0012920		CSS-color 0x008080.	hed:HED_0012920			
hed:HED_0012942	7	YellowGreen	hed:HED_0012920		CSS-color 0x9ACD32.	hed:HED_0012920			
hed:HED_0012943	6	Orange-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012944	7	Coral	hed:HED_0012943		CSS-color 0xFF7F50.	hed:HED_0012943			
hed:HED_0012945	7	DarkOrange	hed:HED_0012943		CSS-color 0xFF8C00.	hed:HED_0012943			
hed:HED_0012946	7	Orange	hed:HED_0012943		CSS-color 0xFFA500.	hed:HED_0012943			
hed:HED_0012947	7	OrangeRed	hed:HED_0012943		CSS-color 0xFF4500.	hed:HED_0012943			
hed:HED_0012948	7	Tomato	hed:HED_0012943		CSS-color 0xFF6347.	hed:HED_0012943			
hed:HED_0012949	6	Pink-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012950	7	DeepPink	hed:HED_0012949		CSS-color 0xFF1493.	hed:HED_0012949			
hed:HED_0012951	7	HotPink	hed:HED_0012949		CSS-color 0xFF69B4.	hed:HED_0012949			
hed:HED_0012952	7	LightPink	hed:HED_0012949		CSS-color 0xFFB6C1.	hed:HED_0012949			
hed:HED_0012953	7	MediumVioletRed	hed:HED_0012949		CSS-color 0xC71585.	hed:HED_0012949			
hed:HED_0012954	7	PaleVioletRed	hed:HED_0012949		CSS-color 0xDB7093.	hed:HED_0012949			
hed:HED_0012955	7	Pink	hed:HED_0012949		CSS-color 0xFFC0CB.	hed:HED_0012949			
hed:HED_0012956	6	Purple-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012957	7	BlueViolet	hed:HED_0012956		CSS-color 0x8A2BE2.	hed:HED_0012956			
hed:HED_0012958	7	DarkMagenta	hed:HED_0012956		CSS-color 0x8B008B.	hed:HED_0012956			
hed:HED_0012959	7	DarkOrchid	hed:HED_0012956		CSS-color 0x9932CC.	hed:HED_0012956			
hed:HED_0012960	7	DarkSlateBlue	hed:HED_0012956		CSS-color 0x483D8B.	hed:HED_0012956			
hed:HED_0012961	7	DarkViolet	hed:HED_0012956		CSS-color 0x9400D3.	hed:HED_0012956			
hed:HED_0012962	7	Fuchsia	hed:HED_0012956		CSS-color 0xFF00FF.	hed:HED_0012956			
hed:HED_0012963	7	Indigo	hed:HED_0012956		CSS-color 0x4B0082.	hed:HED_0012956			
hed:HED_0012964	7	Lavender	hed:HED_0012956		CSS-color 0xE6E6FA.	hed:HED_0012956			
hed:HED_0012965	7	Magenta	hed:HED_0012956		CSS-color 0xFF00FF.	hed:HED_0012956			
hed:HED_0012966	7	MediumOrchid	hed:HED_0012956		CSS-color 0xBA55D3.	hed:HED_0012956			
hed:HED_0012967	7	MediumPurple	hed:HED_0012956		CSS-color 0x9370DB.	hed:HED_0012956			
hed:HED_0012968	7	MediumSlateBlue	hed:HED_0012956		CSS-color 0x7B68EE.	hed:HED_0012956			
hed:HED_0012969	7	Orchid	hed:HED_0012956		CSS-color 0xDA70D6.	hed:HED_0012956			
hed:HED_0012970	7	Plum	hed:HED_0012956		CSS-color 0xDDA0DD.	hed:HED_0012956			
hed:HED_0012971	7	Purple	hed:HED_0012956		CSS-color 0x800080.	hed:HED_0012956			
hed:HED_0012972	7	RebeccaPurple	hed:HED_0012956		CSS-color 0x663399.	hed:HED_0012956			
hed:HED_0012973	7	SlateBlue	hed:HED_0012956		CSS-color 0x6A5ACD.	hed:HED_0012956			
hed:HED_0012974	7	Thistle	hed:HED_0012956		CSS-color 0xD8BFD8.	hed:HED_0012956			
hed:HED_0012975	7	Violet	hed:HED_0012956		CSS-color 0xEE82EE.	hed:HED_0012956			
hed:HED_0012976	6	Red-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012977	7	Crimson	hed:HED_0012976		CSS-color 0xDC143C.	hed:HED_0012976			
hed:HED_0012978	7	DarkRed	hed:HED_0012976		CSS-color 0x8B0000.	hed:HED_0012976			
hed:HED_0012979	7	DarkSalmon	hed:HED_0012976		CSS-color 0xE9967A.	hed:HED_0012976			
hed:HED_0012980	7	FireBrick	hed:HED_0012976		CSS-color 0xB22222.	hed:HED_0012976			
hed:HED_0012981	7	IndianRed	hed:HED_0012976		CSS-color 0xCD5C5C.	hed:HED_0012976			
hed:HED_0012982	7	LightCoral	hed:HED_0012976		CSS-color 0xF08080.	hed:HED_0012976			
hed:HED_0012983	7	LightSalmon	hed:HED_0012976		CSS-color 0xFFA07A.	hed:HED_0012976			
hed:HED_0012984	7	Red	hed:HED_0012976		CSS-color 0xFF0000.	hed:HED_0012976			
hed:HED_0012985	7	Salmon	hed:HED_0012976		CSS-color 0xFA8072.	hed:HED_0012976			
hed:HED_0012986	6	White-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0012987	7	AliceBlue	hed:HED_0012986		CSS-color 0xF0F8FF.	hed:HED_0012986			
hed:HED_0012988	7	AntiqueWhite	hed:HED_0012986		CSS-color 0xFAEBD7.	hed:HED_0012986			
hed:HED_0012989	7	Azure	hed:HED_0012986		CSS-color 0xF0FFFF.	hed:HED_0012986			
hed:HED_0012990	7	Beige	hed:HED_0012986		CSS-color 0xF5F5DC.	hed:HED_0012986			
hed:HED_0012991	7	FloralWhite	hed:HED_0012986		CSS-color 0xFFFAF0.	hed:HED_0012986			
hed:HED_0012992	7	GhostWhite	hed:HED_0012986		CSS-color 0xF8F8FF.	hed:HED_0012986			
hed:HED_0012993	7	HoneyDew	hed:HED_0012986		CSS-color 0xF0FFF0.	hed:HED_0012986			
hed:HED_0012994	7	Ivory	hed:HED_0012986		CSS-color 0xFFFFF0.	hed:HED_0012986			
hed:HED_0012995	7	LavenderBlush	hed:HED_0012986		CSS-color 0xFFF0F5.	hed:HED_0012986			
hed:HED_0012996	7	Linen	hed:HED_0012986		CSS-color 0xFAF0E6.	hed:HED_0012986			
hed:HED_0012997	7	MintCream	hed:HED_0012986		CSS-color 0xF5FFFA.	hed:HED_0012986			
hed:HED_0012998	7	MistyRose	hed:HED_0012986		CSS-color 0xFFE4E1.	hed:HED_0012986			
hed:HED_0012999	7	OldLace	hed:HED_0012986		CSS-color 0xFDF5E6.	hed:HED_0012986			
hed:HED_0013000	7	SeaShell	hed:HED_0012986		CSS-color 0xFFF5EE.	hed:HED_0012986			
hed:HED_0013001	7	Snow	hed:HED_0012986		CSS-color 0xFFFAFA.	hed:HED_0012986			
hed:HED_0013002	7	White	hed:HED_0012986		CSS-color 0xFFFFFF.	hed:HED_0012986			
hed:HED_0013003	7	WhiteSmoke	hed:HED_0012986		CSS-color 0xF5F5F5.	hed:HED_0012986			
hed:HED_0013004	6	Yellow-color	hed:HED_0012863		CSS color group.	hed:HED_0012863			
hed:HED_0013005	7	DarkKhaki	hed:HED_0013004		CSS-color 0xBDB76B.	hed:HED_0013004			
hed:HED_0013006	7	Gold	hed:HED_0013004		CSS-color 0xFFD700.	hed:HED_0013004			
hed:HED_0013007	7	Khaki	hed:HED_0013004		CSS-color 0xF0E68C.	hed:HED_0013004			
hed:HED_0013008	7	LemonChiffon	hed:HED_0013004		CSS-color 0xFFFACD.	hed:HED_0013004			
hed:HED_0013009	7	LightGoldenRodYellow	hed:HED_0013004		CSS-color 0xFAFAD2.	hed:HED_0013004			
hed:HED_0013010	7	LightYellow	hed:HED_0013004		CSS-color 0xFFFFE0.	hed:HED_0013004			
hed:HED_0013011	7	Moccasin	hed:HED_0013004		CSS-color 0xFFE4B5.	hed:HED_0013004			
hed:HED_0013012	7	PaleGoldenRod	hed:HED_0013004		CSS-color 0xEEE8AA.	hed:HED_0013004			
hed:HED_0013013	7	PapayaWhip	hed:HED_0013004		CSS-color 0xFFEFD5.	hed:HED_0013004			
hed:HED_0013014	7	PeachPuff	hed:HED_0013004		CSS-color 0xFFDAB9.	hed:HED_0013004			
hed:HED_0013015	7	Yellow	hed:HED_0013004		CSS-color 0xFFFF00.	hed:HED_0013004			
hed:HED_0013016	5	Color-shade	hed:HED_0012862		A slight degree of difference between colors, especially with regard to how light or dark it is or as distinguished from one nearly like it.	hed:HED_0012862			
hed:HED_0013017	6	Dark-shade	hed:HED_0013016		A color tone not reflecting much light.	hed:HED_0013016			
hed:HED_0013018	6	Light-shade	hed:HED_0013016		A color tone reflecting more light.	hed:HED_0013016			
hed:HED_0013019	5	Grayscale	hed:HED_0012862		Using a color map composed of shades of gray, varying from black at the weakest intensity to white at the strongest.	hed:HED_0012862			
hed:HED_0013020	6	Grayscale-#	hed:HED_0013019	takesValue, valueClass=numericClass	White intensity between 0 and 1.	hed:HED_0013019 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013021	5	HSV-color	hed:HED_0012862		A color representation that models how colors appear under light.	hed:HED_0012862			
hed:HED_0013022	6	HSV-value	hed:HED_0013021		An attribute of a visual sensation according to which an area appears to emit more or less light.	hed:HED_0013021			
hed:HED_0013023	7	HSV-value-#	hed:HED_0013022	takesValue, valueClass=numericClass		hed:HED_0013022 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013024	6	Hue	hed:HED_0013021		Attribute of a visual sensation according to which an area appears to be similar to one of the perceived colors.	hed:HED_0013021			
hed:HED_0013025	7	Hue-#	hed:HED_0013024	takesValue, valueClass=numericClass	Angular value between 0 and 360.	hed:HED_0013024 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013026	6	Saturation	hed:HED_0013021		Colorfulness of a stimulus relative to its own brightness.	hed:HED_0013021			
hed:HED_0013027	7	Saturation-#	hed:HED_0013026	takesValue, valueClass=numericClass	B value of RGB between 0 and 1.	hed:HED_0013026 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013028	5	RGB-color	hed:HED_0012862		A color from the RGB schema.	hed:HED_0012862			
hed:HED_0013029	6	RGB-blue	hed:HED_0013028		The blue component.	hed:HED_0013028			
hed:HED_0013030	7	RGB-blue-#	hed:HED_0013029	takesValue, valueClass=numericClass	B value of RGB between 0 and 1.	hed:HED_0013029 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013031	6	RGB-green	hed:HED_0013028		The green component.	hed:HED_0013028			
hed:HED_0013032	7	RGB-green-#	hed:HED_0013031	takesValue, valueClass=numericClass	G value of RGB between 0 and 1.	hed:HED_0013031 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013033	6	RGB-red	hed:HED_0013028		The red component.	hed:HED_0013028			
hed:HED_0013034	7	RGB-red-#	hed:HED_0013033	takesValue, valueClass=numericClass	R value of RGB between 0 and 1.	hed:HED_0013033 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013035	4	Luminance	hed:HED_0012861		A quality that exists by virtue of the luminous intensity per unit area projected in a given direction.	hed:HED_0012861			
hed:HED_0013036	4	Luminance-contrast	hed:HED_0012861	suggestedTag=Percentage, suggestedTag=Ratio	The difference in luminance in specific portions of a scene or image.	hed:HED_0012861 and (hed:HED_0010106 some hed:HED_0012639) and (hed:HED_0010106 some hed:HED_0012641)			
hed:HED_0013037	5	Luminance-contrast-#	hed:HED_0013036	takesValue, valueClass=numericClass	A non-negative value, usually in the range 0 to 1 or alternative 0 to 100, if representing a percentage.	hed:HED_0013036 and (hed:HED_0010503 value true) and (hed:HED_0010108 some hed:HED_0011303)			
hed:HED_0013038	4	Opacity	hed:HED_0012861		A measure of impenetrability to light.	hed:HED_0012861			
hed:HED_0013039	2	Sensory-presentation	hed:HED_0012825		The entity has a sensory manifestation.	hed:HED_0012825			
hed:HED_0013040	3	Auditory-presentation	hed:HED_0013039		The sense of hearing is used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013041	4	Loudspeaker-separation	hed:HED_0013040	suggestedTag=Distance	The distance between two loudspeakers. Grouped with the Distance tag.	hed:HED_0013040 and (hed:HED_0010106 some hed:HED_0012662)			
hed:HED_0013042	4	Monophonic	hed:HED_0013040		Relating to sound transmission, recording, or reproduction involving a single transmission path.	hed:HED_0013040			
hed:HED_0013043	4	Silent	hed:HED_0013040		The absence of ambient audible sound or the state of having ceased to produce sounds.	hed:HED_0013040			
hed:HED_0013044	4	Stereophonic	hed:HED_0013040		Relating to, or constituting sound reproduction involving the use of separated microphones and two transmission channels to achieve the sound separation of a live hearing.	hed:HED_0013040			
hed:HED_0013045	3	Gustatory-presentation	hed:HED_0013039		The sense of taste used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013046	3	Olfactory-presentation	hed:HED_0013039		The sense of smell used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013047	3	Somatic-presentation	hed:HED_0013039		The nervous system is used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013048	3	Tactile-presentation	hed:HED_0013039		The sense of touch used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013049	3	Vestibular-presentation	hed:HED_0013039		The sense balance used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013050	3	Visual-presentation	hed:HED_0013039		The sense of sight used in the presentation to the user.	hed:HED_0013039			
hed:HED_0013051	4	2D-view	hed:HED_0013050		A view showing only two dimensions.	hed:HED_0013050			
hed:HED_0013052	4	3D-view	hed:HED_0013050		A view showing three dimensions.	hed:HED_0013050			
hed:HED_0013053	4	Background-view	hed:HED_0013050		Parts of the view that are farthest from the viewer and usually the not part of the visual focus.	hed:HED_0013050			
hed:HED_0013054	4	Bistable-view	hed:HED_0013050		Something having two stable visual forms that have two distinguishable stable forms as in optical illusions.	hed:HED_0013050			
hed:HED_0013055	4	Foreground-view	hed:HED_0013050		Parts of the view that are closest to the viewer and usually the most important part of the visual focus.	hed:HED_0013050			
hed:HED_0013056	4	Foveal-view	hed:HED_0013050		Visual presentation directly on the fovea. A view projected on the small depression in the retina containing only cones and where vision is most acute.	hed:HED_0013050			
hed:HED_0013057	4	Map-view	hed:HED_0013050		A diagrammatic representation of an area of land or sea showing physical features, cities, roads.	hed:HED_0013050			
hed:HED_0013058	5	Aerial-view	hed:HED_0013057		Elevated view of an object from above, with a perspective as though the observer were a bird.	hed:HED_0013057			
hed:HED_0013059	5	Satellite-view	hed:HED_0013057		A representation as captured by technology such as a satellite.	hed:HED_0013057			
hed:HED_0013060	5	Street-view	hed:HED_0013057		A 360-degrees panoramic view from a position on the ground.	hed:HED_0013057			
hed:HED_0013061	4	Peripheral-view	hed:HED_0013050		Indirect vision as it occurs outside the point of fixation.	hed:HED_0013050			
hed:HED_0013062	1	Task-property	hed:HED_0012412	extensionAllowed	Something that pertains to a task.	hed:HED_0012412 and (hed:HED_0010307 value true)			
hed:HED_0013063	2	Task-action-type	hed:HED_0013062		How an agent action should be interpreted in terms of the task specification.	hed:HED_0013062			
hed:HED_0013064	3	Appropriate-action	hed:HED_0013063	relatedTag=Inappropriate-action	An action suitable or proper in the circumstances.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013069)			
hed:HED_0013065	3	Correct-action	hed:HED_0013063	relatedTag=Incorrect-action, relatedTag=Indeterminate-action	An action that was a correct response in the context of the task.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013070) and (hed:HED_0010105 some hed:HED_0013071)			
hed:HED_0013066	3	Correction	hed:HED_0013063		An action offering an improvement to replace a mistake or error.	hed:HED_0013063			
hed:HED_0013067	3	Done-indication	hed:HED_0013063	relatedTag=Ready-indication	An action that indicates that the participant has completed this step in the task.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013075)			
hed:HED_0013068	3	Imagined-action	hed:HED_0013063		Form a mental image or concept of something. This is used to identity something that only happened in the imagination of the participant as in imagined movements in motor imagery paradigms.	hed:HED_0013063			
hed:HED_0013069	3	Inappropriate-action	hed:HED_0013063	relatedTag=Appropriate-action	An action not in keeping with what is correct or proper for the task.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013064)			
hed:HED_0013070	3	Incorrect-action	hed:HED_0013063	relatedTag=Correct-action, relatedTag=Indeterminate-action	An action considered wrong or incorrect in the context of the task.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013065) and (hed:HED_0010105 some hed:HED_0013071)			
hed:HED_0013071	3	Indeterminate-action	hed:HED_0013063	relatedTag=Correct-action, relatedTag=Incorrect-action, relatedTag=Miss, relatedTag=Near-miss	An action that cannot be distinguished between two or more possibibities in the current context. This tag might be applied when an outside evaluator or a classification algorithm cannot determine a definitive result.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013065) and (hed:HED_0010105 some hed:HED_0013070) and (hed:HED_0010105 some hed:HED_0013072) and (hed:HED_0010105 some hed:HED_0013073)			
hed:HED_0013072	3	Miss	hed:HED_0013063	relatedTag=Near-miss	An action considered to be a failure in the context of the task. For example, if the agent is supposed to try to hit a target and misses.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013073)			
hed:HED_0013073	3	Near-miss	hed:HED_0013063	relatedTag=Miss	An action barely satisfied the requirements of the task. In a driving experiment for example this could pertain to a narrowly avoided collision or other accident.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013072)			
hed:HED_0013074	3	Omitted-action	hed:HED_0013063		An expected response was skipped.	hed:HED_0013063			
hed:HED_0013075	3	Ready-indication	hed:HED_0013063	relatedTag=Done-indication	An action that indicates that the participant is ready to perform the next step in the task.	hed:HED_0013063 and (hed:HED_0010105 some hed:HED_0013067)			
hed:HED_0013076	2	Task-attentional-demand	hed:HED_0013062		Strategy for allocating attention toward goal-relevant information.	hed:HED_0013062			
hed:HED_0013077	3	Bottom-up-attention	hed:HED_0013076	relatedTag=Top-down-attention	Attentional guidance purely by externally driven factors to stimuli that are salient because of their inherent properties relative to the background. Sometimes this is referred to as stimulus driven.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013086)			
hed:HED_0013078	3	Covert-attention	hed:HED_0013076	relatedTag=Overt-attention	Paying attention without moving the eyes.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013082)			
hed:HED_0013079	3	Divided-attention	hed:HED_0013076	relatedTag=Focused-attention	Integrating parallel multiple stimuli. Behavior involving responding simultaneously to multiple tasks or multiple task demands.	hed:HED_0013076 and (hed:HED_0010105 some hed:HED_0013080)			
