hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo	rdfs:comment	dc:source
HED_0012671	5	Size	Spatial-value	hedId=HED_0012671	The physical magnitude of something.			
HED_0012672	6	Area	Size	hedId=HED_0012672	The extent of a 2-dimensional surface enclosed within a boundary.			
HED_0012673	7	Area-#	Area	takesValue, valueClass=numericClass, unitClass=areaUnits, hedId=HED_0012673				
HED_0012674	6	Depth	Size	hedId=HED_0012674	The distance from the surface of something especially from the perspective of looking from the front.			
HED_0012675	7	Depth-#	Depth	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012675				
HED_0012676	6	Height	Size	hedId=HED_0012676	The vertical measurement or distance from the base to the top of an object.			
HED_0012677	7	Height-#	Height	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012677				
HED_0012678	6	Length	Size	hedId=HED_0012678	The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.			
HED_0012679	7	Length-#	Length	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012679				
HED_0012680	6	Perimeter	Size	hedId=HED_0012680	The minimum length of paths enclosing a 2D shape.			
HED_0012681	7	Perimeter-#	Perimeter	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012681				
HED_0012682	6	Radius	Size	hedId=HED_0012682	The distance of the line from the center of a circle or a sphere to its perimeter or outer surface, respectively.			
HED_0012683	7	Radius-#	Radius	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012683				
HED_0012684	6	Volume	Size	hedId=HED_0012684	The amount of three dimensional space occupied by an object or the capacity of a space or container.			
HED_0012685	7	Volume-#	Volume	takesValue, valueClass=numericClass, unitClass=volumeUnits, hedId=HED_0012685				
HED_0012686	6	Width	Size	hedId=HED_0012686	The extent or measurement of something from side to side.			
HED_0012687	7	Width-#	Width	takesValue, valueClass=numericClass, unitClass=physicalLengthUnits, hedId=HED_0012687				
HED_0012688	4	Temporal-value	Spatiotemporal-value	hedId=HED_0012688	A characteristic of or relating to time or limited by time.			
HED_0012689	5	Delay	Temporal-value	topLevelTagGroup, reserved, relatedTag=Duration, hedId=HED_0012689	The time at which an event start time is delayed from the current onset time. This tag defines the start time of an event of temporal extent and may be used with the Duration tag.			
HED_0012690	6	Delay-#	Delay	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012690				
HED_0012691	5	Duration	Temporal-value	topLevelTagGroup, reserved, relatedTag=Delay, hedId=HED_0012691	The period of time during which an event occurs. This tag defines the end time of an event of temporal extent and may be used with the Delay tag.			
HED_0012692	6	Duration-#	Duration	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012692				
HED_0012693	5	Time-interval	Temporal-value	hedId=HED_0012693	The period of time separating two instances, events, or occurrences.			
HED_0012694	6	Time-interval-#	Time-interval	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012694				
HED_0012695	5	Time-value	Temporal-value	hedId=HED_0012695	A value with units of time. Usually grouped with tags identifying what the value represents.			
HED_0012696	6	Time-value-#	Time-value	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012696				
HED_0012697	3	Statistical-value	Data-value	extensionAllowed, hedId=HED_0012697	A value based on or employing the principles of statistics.			
HED_0012698	4	Data-maximum	Statistical-value	hedId=HED_0012698	The largest possible quantity or degree.			
HED_0012699	5	Data-maximum-#	Data-maximum	takesValue, valueClass=numericClass, hedId=HED_0012698				
HED_0012700	4	Data-mean	Statistical-value	hedId=HED_0012700	The sum of a set of values divided by the number of values in the set.			
HED_0012701	5	Data-mean-#	Data-mean	takesValue, valueClass=numericClass, hedId=HED_0012701				
HED_0012702	4	Data-median	Statistical-value	hedId=HED_0012702	The value which has an equal number of values greater and less than it.			
HED_0012703	5	Data-median-#	Data-median	takesValue, valueClass=numericClass, hedId=HED_0012703				
HED_0012704	4	Data-minimum	Statistical-value	hedId=HED_0012704	The smallest possible quantity.			
HED_0012705	5	Data-minimum-#	Data-minimum	takesValue, valueClass=numericClass, hedId=HED_0012705				
HED_0012706	4	Probability	Statistical-value	hedId=HED_0012706	A measure of the expectation of the occurrence of a particular event.			
HED_0012707	5	Probability-#	Probability	takesValue, valueClass=numericClass, hedId=HED_0012707				
HED_0012708	4	Standard-deviation	Statistical-value	hedId=HED_0012708	A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.			
HED_0012709	5	Standard-deviation-#	Standard-deviation	takesValue, valueClass=numericClass, hedId=HED_0012709				
HED_0012710	4	Statistical-accuracy	Statistical-value	hedId=HED_0012710	A measure of closeness to true value expressed as a number between 0 and 1.			
HED_0012711	5	Statistical-accuracy-#	Statistical-accuracy	takesValue, valueClass=numericClass, hedId=HED_0012711				
HED_0012712	4	Statistical-precision	Statistical-value	hedId=HED_0012712	A quantitative representation of the degree of accuracy necessary for or associated with a particular action.			
HED_0012713	5	Statistical-precision-#	Statistical-precision	takesValue, valueClass=numericClass, hedId=HED_0012713				
HED_0012714	4	Statistical-recall	Statistical-value	hedId=HED_0012714	Sensitivity is a measurement datum qualifying a binary classification test and is computed by subtracting the false negative rate to the integral numeral 1.			
HED_0012715	5	Statistical-recall-#	Statistical-recall	takesValue, valueClass=numericClass, hedId=HED_0012715				
HED_0012716	4	Statistical-uncertainty	Statistical-value	hedId=HED_0012716	A measure of the inherent variability of repeated observation measurements of a quantity including quantities evaluated by statistical methods and by other means.			
HED_0012717	5	Statistical-uncertainty-#	Statistical-uncertainty	takesValue, valueClass=numericClass, hedId=HED_0012717				
HED_0012718	2	Data-variability-attribute	Data-property	hedId=HED_0012718	An attribute describing how something changes or varies.			
HED_0012719	3	Abrupt	Data-variability-attribute	hedId=HED_0012719	Marked by sudden change.			
HED_0012720	3	Constant	Data-variability-attribute	hedId=HED_0012720	Continually recurring or continuing without interruption. Not changing in time or space.			
HED_0012721	3	Continuous	Data-variability-attribute	relatedTag=Discrete, relatedTag=Discontinuous, hedId=HED_0012721	Uninterrupted in time, sequence, substance, or extent.			
HED_0012722	3	Decreasing	Data-variability-attribute	relatedTag=Increasing, hedId=HED_0012722	Becoming smaller or fewer in size, amount, intensity, or degree.			
HED_0012723	3	Deterministic	Data-variability-attribute	relatedTag=Random, relatedTag=Stochastic, hedId=HED_0012723	No randomness is involved in the development of the future states of the element.			
HED_0012724	3	Discontinuous	Data-variability-attribute	relatedTag=Continuous, hedId=HED_0012724	Having a gap in time, sequence, substance, or extent.			
HED_0012725	3	Discrete	Data-variability-attribute	relatedTag=Continuous, relatedTag=Discontinuous, hedId=HED_0012725	Constituting a separate entities or parts.			
HED_0012726	3	Estimated-value	Data-variability-attribute	hedId=HED_0012726	Something that has been calculated or measured approximately.			
HED_0012727	3	Exact-value	Data-variability-attribute	hedId=HED_0012727	A value that is viewed to the true value according to some standard.			
HED_0012728	3	Flickering	Data-variability-attribute	hedId=HED_0012728	Moving irregularly or unsteadily or burning or shining fitfully or with a fluctuating light.			
HED_0012729	3	Fractal	Data-variability-attribute	hedId=HED_0012729	Having extremely irregular curves or shapes for which any suitably chosen part is similar in shape to a given larger or smaller part when magnified or reduced to the same size.			
HED_0012730	3	Increasing	Data-variability-attribute	relatedTag=Decreasing, hedId=HED_0012730	Becoming greater in size, amount, or degree.			
HED_0012731	3	Random	Data-variability-attribute	relatedTag=Deterministic, relatedTag=Stochastic, hedId=HED_0012731	Governed by or depending on chance. Lacking any definite plan or order or purpose.			
HED_0012732	3	Repetitive	Data-variability-attribute	hedId=HED_0012732	A recurring action that is often non-purposeful.			
HED_0012733	3	Stochastic	Data-variability-attribute	relatedTag=Deterministic, relatedTag=Random, hedId=HED_0012733	Uses  a random probability distribution or pattern that may be analysed statistically but may not be predicted precisely to determine future states.			
HED_0012734	3	Varying	Data-variability-attribute	hedId=HED_0012734	Differing in size, amount, degree, or nature.			
HED_0012735	1	Environmental-property	Property	hedId=HED_0012735	Relating to or arising from the surroundings of an agent.			
HED_0012736	2	Augmented-reality	Environmental-property	hedId=HED_0012736	Using technology that enhances real-world experiences with computer-derived digital overlays to change some aspects of perception of the natural environment. The digital content is shown to the user through a smart device or glasses and responds to changes in the environment.			
HED_0012737	2	Indoors	Environmental-property	hedId=HED_0012737	Located inside a building or enclosure.			
HED_0012738	2	Motion-platform	Environmental-property	hedId=HED_0012738	A mechanism that creates the feelings of being in a real motion environment.			
HED_0012739	2	Outdoors	Environmental-property	hedId=HED_0012739	Any area outside a building or shelter.			
HED_0012740	2	Real-world	Environmental-property	hedId=HED_0012740	Located in a place that exists in real space and time under realistic conditions.			
HED_0012741	2	Rural	Environmental-property	hedId=HED_0012741	Of or pertaining to the country as opposed to the city.			
HED_0012742	2	Terrain	Environmental-property	hedId=HED_0012742	Characterization of the physical features of a tract of land.			
HED_0012743	3	Composite-terrain	Terrain	hedId=HED_0012743	Tracts of land characterized by a mixture of physical features.			
HED_0012744	3	Dirt-terrain	Terrain	hedId=HED_0012744	Tracts of land characterized by a soil surface and lack of vegetation.			
HED_0012745	3	Grassy-terrain	Terrain	hedId=HED_0012745	Tracts of land covered by grass.			
HED_0012746	3	Gravel-terrain	Terrain	hedId=HED_0012746	Tracts of land covered by a surface consisting a loose aggregation of small water-worn or pounded stones.			
HED_0012747	3	Leaf-covered-terrain	Terrain	hedId=HED_0012747	Tracts of land covered by leaves and composited organic material.			
HED_0012748	3	Muddy-terrain	Terrain	hedId=HED_0012748	Tracts of land covered by a liquid or semi-liquid mixture of water and some combination of soil, silt, and clay.			
HED_0012749	3	Paved-terrain	Terrain	hedId=HED_0012749	Tracts of land covered  with concrete, asphalt, stones, or bricks.			
HED_0012750	3	Rocky-terrain	Terrain	hedId=HED_0012750	Tracts of land consisting or full of rock or rocks.			
HED_0012751	3	Sloped-terrain	Terrain	hedId=HED_0012751	Tracts of land arranged in a sloping  or inclined position.			
HED_0012752	3	Uneven-terrain	Terrain	hedId=HED_0012752	Tracts of land that are not level, smooth, or regular.			
HED_0012753	2	Urban	Environmental-property	hedId=HED_0012753	Relating to, located in, or characteristic of a city or densely populated area.			
HED_0012754	2	Virtual-world	Environmental-property	hedId=HED_0012754	Using technology that creates immersive, computer-generated experiences that a person can interact with and navigate through. The digital content is generally delivered to the user through some type of headset and responds to changes in head position or through interaction with other types of sensors. Existing in a virtual setting such as a simulation or game environment.			
HED_0012755	1	Informational-property	Property	extensionAllowed, hedId=HED_0012755	Something that pertains to a task.			
HED_0012756	2	Description	Informational-property	hedId=HED_0012756	An explanation of what the tag group it is in means. If the description is at the top-level of an event string, the description applies to the event.			
HED_0012757	3	Description-#	Description	takesValue, valueClass=textClass, hedId=HED_0012757				
HED_0012758	2	ID	Informational-property	hedId=HED_0012758	An alphanumeric name that identifies either a unique object or a unique class of objects. Here the object or class may be an idea, physical countable object (or class), or physical uncountable substance (or class).			
HED_0012759	3	ID-#	ID	takesValue, valueClass=textClass, hedId=HED_0012759				
HED_0012760	2	Label	Informational-property	hedId=HED_0012760	A string of 20 or fewer characters identifying something. Labels usually refer to general classes of things while IDs refer to specific instances. A term that is associated with some entity. A brief description given for purposes of identification. An identifying or descriptive marker that is attached to an object.			
HED_0012761	3	Label-#	Label	takesValue, valueClass=nameClass, hedId=HED_0012761				
HED_0012762	2	Metadata	Informational-property	hedId=HED_0012762	Data about data. Information that describes another set of data.			
HED_0012763	3	Creation-date	Metadata	hedId=HED_0012763	The date on which the creation of this item began.			
HED_0012764	4	Creation-date-#	Creation-date	takesValue, valueClass=dateTimeClass, hedId=HED_0012764				
HED_0012765	3	Experimental-note	Metadata	hedId=HED_0012765	A brief written record about the experiment.			
HED_0012766	4	Experimental-note-#	Experimental-note	takesValue, valueClass=textClass, hedId=HED_0012766				
HED_0012767	3	Library-name	Metadata	hedId=HED_0012767	Official name of a HED library.			
HED_0012768	4	Library-name-#	Library-name	takesValue, valueClass=nameClass, hedId=HED_0012768				
HED_0012769	3	Metadata-identifier	Metadata	hedId=HED_0012769	Identifier (usually unique) from another metadata source.			
HED_0012770	4	CogAtlas	Metadata-identifier	hedId=HED_0012770	The Cognitive Atlas ID number of something.			
HED_0012771	5	CogAtlas-#	CogAtlas	takesValue, hedId=HED_0012771				
HED_0012772	4	CogPo	Metadata-identifier	hedId=HED_0012772	The CogPO ID number of something.			
HED_0012773	5	CogPo-#	CogPo	takesValue, hedId=HED_0012773				
HED_0012774	4	DOI	Metadata-identifier	hedId=HED_0012774	Digital object identifier for an object.			
HED_0012775	5	DOI-#	DOI	takesValue, hedId=HED_0012775				
HED_0012776	4	OBO-identifier	Metadata-identifier	hedId=HED_0012776	The identifier of a term in some Open Biology Ontology (OBO) ontology.			
HED_0012777	5	OBO-identifier-#	OBO-identifier	takesValue, valueClass=nameClass, hedId=HED_0012777				
HED_0012778	4	Species-identifier	Metadata-identifier	hedId=HED_0012778	A binomial species name from the NCBI Taxonomy, for example, homo sapiens, mus musculus, or rattus norvegicus.			
HED_0012779	5	Species-identifier-#	Species-identifier	takesValue, hedId=HED_0012779				
HED_0012780	4	Subject-identifier	Metadata-identifier	hedId=HED_0012780	A sequence of characters used to identify, name, or characterize a trial or study subject.			
HED_0012781	5	Subject-identifier-#	Subject-identifier	takesValue, hedId=HED_0012781				
HED_0012782	4	UUID	Metadata-identifier	hedId=HED_0012782	A unique universal identifier.			
HED_0012783	5	UUID-#	UUID	takesValue, hedId=HED_0012783				
HED_0012784	4	Version-identifier	Metadata-identifier	hedId=HED_0012784	An alphanumeric character string that identifies a form or variant of a type or original.			
HED_0012785	5	Version-identifier-#	Version-identifier	takesValue, hedId=HED_0012785	Usually is a semantic version.			
HED_0012786	3	Modified-date	Metadata	hedId=HED_0012786	The date on which the item was modified (usually the last-modified data unless a complete record of dated modifications is kept.			
HED_0012787	4	Modified-date-#	Modified-date	takesValue, valueClass=dateTimeClass, hedId=HED_0012787				
HED_0012788	3	Pathname	Metadata	hedId=HED_0012788	The specification of a node (file or directory) in a hierarchical file system, usually specified by listing the nodes top-down.			
HED_0012789	4	Pathname-#	Pathname	takesValue, hedId=HED_0012789				
HED_0012790	3	URL	Metadata	hedId=HED_0012790	A valid URL.			
HED_0012791	4	URL-#	URL	takesValue, hedId=HED_0012791				
HED_0012792	2	Parameter	Informational-property	hedId=HED_0012792	Something user-defined for this experiment.			
HED_0012793	3	Parameter-label	Parameter	hedId=HED_0012793	The name of the parameter.			
HED_0012794	4	Parameter-label-#	Parameter-label	takesValue, valueClass=nameClass, hedId=HED_0012794				
HED_0012795	3	Parameter-value	Parameter	hedId=HED_0012795	The value of the parameter.			
HED_0012796	4	Parameter-value-#	Parameter-value	takesValue, valueClass=textClass, hedId=HED_0012796				
HED_0012797	1	Organizational-property	Property	hedId=HED_0012797	Relating to an organization or the action of organizing something.			
HED_0012798	2	Collection	Organizational-property	reserved, hedId=HED_0012798	A tag designating a grouping of items such as in a set or list.			
HED_0012799	3	Collection-#	Collection	takesValue, valueClass=nameClass, hedId=HED_0012799	Name of the collection.			
HED_0012800	2	Condition-variable	Organizational-property	reserved, hedId=HED_0012800	An aspect of the experiment or task that is to be varied during the experiment. Task-conditions are sometimes called independent variables or contrasts.			
HED_0012801	3	Condition-variable-#	Condition-variable	takesValue, valueClass=nameClass, hedId=HED_0012801	Name of the condition variable.			
HED_0012802	2	Control-variable	Organizational-property	reserved, hedId=HED_0012802	An aspect of the experiment that is fixed throughout the study and usually is explicitly controlled.			
HED_0012803	3	Control-variable-#	Control-variable	takesValue, valueClass=nameClass, hedId=HED_0012803	Name of the control variable.			
HED_0012804	2	Def	Organizational-property	requireChild, reserved, hedId=HED_0012804	A HED-specific utility tag used with a defined name to represent the tags associated with that definition.			
HED_0012805	3	Def-#	Def	takesValue, valueClass=nameClass, hedId=HED_0012805	Name of the definition.			
HED_0012806	2	Def-expand	Organizational-property	requireChild, reserved, tagGroup, hedId=HED_0012806	A HED specific utility tag that is grouped with an expanded definition. The child value of the Def-expand is the name of the expanded definition.			
HED_0012807	3	Def-expand-#	Def-expand	takesValue, valueClass=nameClass, hedId=HED_0012807				
HED_0012808	2	Definition	Organizational-property	requireChild, reserved, topLevelTagGroup, hedId=HED_0012808	A HED-specific utility tag whose child value is the name of the concept and the tag group associated with the tag is an English language explanation of a concept.			
HED_0012809	3	Definition-#	Definition	takesValue, valueClass=nameClass, hedId=HED_0012809	Name of the definition.			
HED_0012810	2	Event-context	Organizational-property	reserved, topLevelTagGroup, unique, hedId=HED_0012810	A special HED tag inserted as part of a top-level tag group to contain information about the interrelated conditions under which the event occurs. The event context includes information about other events that are ongoing when this event happens.			
HED_0012811	2	Event-stream	Organizational-property	reserved, hedId=HED_0012811	A special HED tag indicating that this event is a member of an ordered succession of events.			
HED_0012812	3	Event-stream-#	Event-stream	takesValue, valueClass=nameClass, hedId=HED_0012812	Name of the event stream.			
HED_0012813	2	Experimental-intertrial	Organizational-property	reserved, hedId=HED_0012813	A tag used to indicate a part of the experiment between trials usually where nothing is happening.			
HED_0012814	3	Experimental-intertrial-#	Experimental-intertrial	takesValue, valueClass=nameClass, hedId=HED_0012814	Optional label for the intertrial block.			
HED_0012815	2	Experimental-trial	Organizational-property	reserved, hedId=HED_0012815	Designates a run or execution of an activity, for example, one execution of a script. A tag used to indicate a particular organizational part in the experimental design often containing a stimulus-response pair or stimulus-response-feedback triad.			
HED_0012816	3	Experimental-trial-#	Experimental-trial	takesValue, valueClass=nameClass, hedId=HED_0012816	Optional label for the trial (often a numerical string).			
HED_0012817	2	Indicator-variable	Organizational-property	reserved, hedId=HED_0012817	An aspect of the experiment or task that is measured as task conditions are varied during the experiment. Experiment indicators are sometimes called dependent variables.			
HED_0012818	3	Indicator-variable-#	Indicator-variable	takesValue, valueClass=nameClass, hedId=HED_0012818	Name of the indicator variable.			
HED_0012819	2	Recording	Organizational-property	reserved, hedId=HED_0012819	A tag designating the data recording. Recording tags are usually have temporal scope which is the entire recording.			
HED_0012820	3	Recording-#	Recording	takesValue, valueClass=nameClass, hedId=HED_0012820	Optional label for the recording.			
HED_0012821	2	Task	Organizational-property	reserved, hedId=HED_0012821	An assigned piece of work, usually with a time allotment. A tag used to indicate a linkage the structured activities performed as part of the experiment.			
HED_0012822	3	Task-#	Task	takesValue, valueClass=nameClass, hedId=HED_0012822	Optional label for the task block.			
HED_0012823	2	Time-block	Organizational-property	reserved, hedId=HED_0012823	A tag used to indicate a contiguous time block in the experiment during which something is fixed or noted.			
HED_0012824	3	Time-block-#	Time-block	takesValue, valueClass=nameClass, hedId=HED_0012824	Optional label for the task block.			
HED_0012825	1	Sensory-property	Property	hedId=HED_0012825	Relating to sensation or the physical senses.			
HED_0012826	2	Sensory-attribute	Sensory-property	hedId=HED_0012826	A sensory characteristic associated with another entity.			
HED_0012827	3	Auditory-attribute	Sensory-attribute	hedId=HED_0012827	Pertaining to the sense of hearing.			
HED_0012828	4	Loudness	Auditory-attribute	hedId=HED_0012828	Perceived intensity of a sound.			
HED_0012829	5	Loudness-#	Loudness	takesValue, valueClass=numericClass, valueClass=nameClass, hedId=HED_0012829				
HED_0012830	4	Pitch	Auditory-attribute	hedId=HED_0012830	A perceptual property that allows the user to order sounds on a frequency scale.			
HED_0012831	5	Pitch-#	Pitch	takesValue, valueClass=numericClass, unitClass=frequencyUnits, hedId=HED_0012831				
HED_0012832	4	Sound-envelope	Auditory-attribute	hedId=HED_0012832	Description of how a sound changes over time.			
HED_0012833	5	Sound-envelope-attack	Sound-envelope	hedId=HED_0012833	The time taken for initial run-up of level from nil to peak usually beginning when the key on a musical instrument is pressed.			
HED_0012834	6	Sound-envelope-attack-#	Sound-envelope-attack	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012834				
HED_0012835	5	Sound-envelope-decay	Sound-envelope	hedId=HED_0012835	The time taken for the subsequent run down from the attack level to the designated sustain level.			
HED_0012836	6	Sound-envelope-decay-#	Sound-envelope-decay	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012836				
HED_0012837	5	Sound-envelope-release	Sound-envelope	hedId=HED_0012837	The time taken for the level to decay from the sustain level to zero after the key is released.			
HED_0012838	6	Sound-envelope-release-#	Sound-envelope-release	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012838				
HED_0012839	5	Sound-envelope-sustain	Sound-envelope	hedId=HED_0012839	The time taken for the main sequence of the sound duration, until the key is released.			
HED_0012840	6	Sound-envelope-sustain-#	Sound-envelope-sustain	takesValue, valueClass=numericClass, unitClass=timeUnits, hedId=HED_0012840				
HED_0012841	4	Sound-volume	Auditory-attribute	hedId=HED_0012841	The sound pressure level (SPL) usually the ratio to a reference signal estimated as the lower bound of hearing.			
HED_0012842	5	Sound-volume-#	Sound-volume	takesValue, valueClass=numericClass, unitClass=intensityUnits, hedId=HED_0012842				
HED_0012843	4	Timbre	Auditory-attribute	hedId=HED_0012843	The perceived sound quality of a singing voice or musical instrument.			
HED_0012844	5	Timbre-#	Timbre	takesValue, valueClass=nameClass, hedId=HED_0012844				
HED_0012845	3	Gustatory-attribute	Sensory-attribute	hedId=HED_0012845	Pertaining to the sense of taste.			
HED_0012846	4	Bitter	Gustatory-attribute	hedId=HED_0012846	Having a sharp, pungent taste.			
HED_0012847	4	Salty	Gustatory-attribute	hedId=HED_0012847	Tasting of or like salt.			
HED_0012848	4	Savory	Gustatory-attribute	hedId=HED_0012848	Belonging to a taste that is salty or spicy rather than sweet.			
HED_0012849	4	Sour	Gustatory-attribute	hedId=HED_0012849	Having a sharp, acidic taste.			
HED_0012850	4	Sweet	Gustatory-attribute	hedId=HED_0012850	Having or resembling the taste of sugar.			
HED_0012851	3	Olfactory-attribute	Sensory-attribute	hedId=HED_0012851	Having a smell.			
HED_0012852	3	Somatic-attribute	Sensory-attribute	hedId=HED_0012852	Pertaining to the feelings in the body or of the nervous system.			
HED_0012853	4	Pain	Somatic-attribute	hedId=HED_0012853	The sensation of discomfort, distress, or agony, resulting from the stimulation of specialized nerve endings.			
HED_0012854	4	Stress	Somatic-attribute	hedId=HED_0012854	The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the adaptive capacities of the individual.			
HED_0012855	3	Tactile-attribute	Sensory-attribute	hedId=HED_0012855	Pertaining to the sense of touch.			
HED_0012856	4	Tactile-pressure	Tactile-attribute	hedId=HED_0012856	Having a feeling of heaviness.			
HED_0012857	4	Tactile-temperature	Tactile-attribute	hedId=HED_0012857	Having a feeling of hotness or coldness.			
HED_0012858	4	Tactile-texture	Tactile-attribute	hedId=HED_0012858	Having a feeling of roughness.			
HED_0012859	4	Tactile-vibration	Tactile-attribute	hedId=HED_0012859	Having a feeling of mechanical oscillation.			
HED_0012860	3	Vestibular-attribute	Sensory-attribute	hedId=HED_0012860	Pertaining to the sense of balance or body position.			
HED_0012861	3	Visual-attribute	Sensory-attribute	hedId=HED_0012861	Pertaining to the sense of sight.			
HED_0012862	4	Color	Visual-attribute	hedId=HED_0012862	The appearance of objects (or light sources) described in terms of perception of their hue and lightness (or brightness) and saturation.			
HED_0012863	5	CSS-color	Color	hedId=HED_0012863	One of 140 colors supported by all browsers. For more details such as the color RGB or HEX values,  check:  https://www.w3schools.com/colors/colors_groups.asp.			
HED_0012864	6	Blue-color	CSS-color	hedId=HED_0012864	CSS color group.			
HED_0012865	7	Blue	Blue-color	hedId=HED_0012865	CSS-color 0x0000FF.			
HED_0012866	7	CadetBlue	Blue-color	hedId=HED_0012866	CSS-color 0x5F9EA0.			
HED_0012867	7	CornflowerBlue	Blue-color	hedId=HED_0012867	CSS-color 0x6495ED.			
HED_0012868	7	DarkBlue	Blue-color	hedId=HED_0012868	CSS-color 0x00008B.			
HED_0012869	7	DeepSkyBlue	Blue-color	hedId=HED_0012869	CSS-color 0x00BFFF.			
HED_0012870	7	DodgerBlue	Blue-color	hedId=HED_0012870	CSS-color 0x1E90FF.			
HED_0012871	7	LightBlue	Blue-color	hedId=HED_0012871	CSS-color 0xADD8E6.			
HED_0012872	7	LightSkyBlue	Blue-color	hedId=HED_0012872	CSS-color 0x87CEFA.			
HED_0012873	7	LightSteelBlue	Blue-color	hedId=HED_0012873	CSS-color 0xB0C4DE.			
HED_0012874	7	MediumBlue	Blue-color	hedId=HED_0012874	CSS-color 0x0000CD.			
HED_0012875	7	MidnightBlue	Blue-color	hedId=HED_0012875	CSS-color 0x191970.			
HED_0012876	7	Navy	Blue-color	hedId=HED_0012876	CSS-color 0x000080.			
HED_0012877	7	PowderBlue	Blue-color	hedId=HED_0012877	CSS-color 0xB0E0E6.			
HED_0012878	7	RoyalBlue	Blue-color	hedId=HED_0012878	CSS-color 0x4169E1.			
HED_0012879	7	SkyBlue	Blue-color	hedId=HED_0012879	CSS-color 0x87CEEB.			
HED_0012880	7	SteelBlue	Blue-color	hedId=HED_0012880	CSS-color 0x4682B4.			
HED_0012881	6	Brown-color	CSS-color	hedId=HED_0012881	CSS color group.			
HED_0012882	7	Bisque	Brown-color	hedId=HED_0012882	CSS-color 0xFFE4C4.			
HED_0012883	7	BlanchedAlmond	Brown-color	hedId=HED_0012883	CSS-color 0xFFEBCD.			
HED_0012884	7	Brown	Brown-color	hedId=HED_0012884	CSS-color 0xA52A2A.			
HED_0012885	7	BurlyWood	Brown-color	hedId=HED_0012885	CSS-color 0xDEB887.			
HED_0012886	7	Chocolate	Brown-color	hedId=HED_0012886	CSS-color 0xD2691E.			
HED_0012887	7	Cornsilk	Brown-color	hedId=HED_0012887	CSS-color 0xFFF8DC.			
HED_0012888	7	DarkGoldenRod	Brown-color	hedId=HED_0012888	CSS-color 0xB8860B.			
HED_0012889	7	GoldenRod	Brown-color	hedId=HED_0012889	CSS-color 0xDAA520.			
HED_0012890	7	Maroon	Brown-color	hedId=HED_0012890	CSS-color 0x800000.			
HED_0012891	7	NavajoWhite	Brown-color	hedId=HED_0012891	CSS-color 0xFFDEAD.			
HED_0012892	7	Olive	Brown-color	hedId=HED_0012892	CSS-color 0x808000.			
HED_0012893	7	Peru	Brown-color	hedId=HED_0012893	CSS-color 0xCD853F.			
HED_0012894	7	RosyBrown	Brown-color	hedId=HED_0012894	CSS-color 0xBC8F8F.			
HED_0012895	7	SaddleBrown	Brown-color	hedId=HED_0012895	CSS-color 0x8B4513.			
HED_0012896	7	SandyBrown	Brown-color	hedId=HED_0012896	CSS-color 0xF4A460.			
HED_0012897	7	Sienna	Brown-color	hedId=HED_0012897	CSS-color 0xA0522D.			
HED_0012898	7	Tan	Brown-color	hedId=HED_0012898	CSS-color 0xD2B48C.			
HED_0012899	7	Wheat	Brown-color	hedId=HED_0012899	CSS-color 0xF5DEB3.			
HED_0012900	6	Cyan-color	CSS-color	hedId=HED_0012900	CSS color group.			
HED_0012901	7	Aqua	Cyan-color	hedId=HED_0012901	CSS-color 0x00FFFF.			
HED_0012902	7	Aquamarine	Cyan-color	hedId=HED_0012902	CSS-color 0x7FFFD4.			
HED_0012903	7	Cyan	Cyan-color	hedId=HED_0012903	CSS-color 0x00FFFF.			
HED_0012904	7	DarkTurquoise	Cyan-color	hedId=HED_0012904	CSS-color 0x00CED1.			
HED_0012905	7	LightCyan	Cyan-color	hedId=HED_0012905	CSS-color 0xE0FFFF.			
HED_0012906	7	MediumTurquoise	Cyan-color	hedId=HED_0012906	CSS-color 0x48D1CC.			
HED_0012907	7	PaleTurquoise	Cyan-color	hedId=HED_0012907	CSS-color 0xAFEEEE.			
HED_0012908	7	Turquoise	Cyan-color	hedId=HED_0012908	CSS-color 0x40E0D0.			
HED_0012909	6	Gray-color	CSS-color	hedId=HED_0012909	CSS color group.			
HED_0012910	7	Black	Gray-color	hedId=HED_0012910	CSS-color 0x000000.			
